Year,COMMENT_OBS,SDG Series,Observation-level footnotes,Value
2012,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2013,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2014,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2015,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2016,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2017,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2018,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2019,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2020,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Tourism Satellite Account tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2008,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2009,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2010,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2011,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2012,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2013,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2014,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2015,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2016,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2017,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2018,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2019,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
2020,Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (Total number of tables) [12.b.1],Obs_Value = 0;  Ethiopia can’t provide the information required because has not started compiling TSA-Ethiopia.,0
